#X,Tire_fl->fzcp_Force(abs),Tire_fl->fycp_Force(abs),Tire_fl->fxcp_Force(abs),Tire_rr->fzcp_Force(abs),Tire_rr->fycp_Force(abs),Tire_rr->fxcp_Force(abs),Tire_fr->fzcp_Force(abs),Tire_fr->fycp_Force(abs),Tire_fr->fxcp_Force(abs),Tire_rl->fzcp_Force(abs),Tire_rl->fycp_Force(abs),Tire_rl->fxcp_Force(abs)
#Time(sec),Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real
3.710000E+00,1674.784546,933.158142,732.084961,6249.193359,4335.788574,2099.678467,5430.138672,2843.580811,-3356.489258,2244.910645,1978.670166,24.733505
3.720000E+00,1613.883789,926.870422,478.391571,6260.068848,4540.970703,1000.548462,5487.338379,2944.696289,-1098.659912,2211.701904,1952.195557,-66.646111
3.730000E+00,1534.260986,884.484924,246.006027,6253.075684,4543.645996,544.528259,5544.083008,2864.899170,-389.792847,2183.491943,1655.132568,-1330.619019
3.740000E+00,1455.841309,836.371948,180.936646,6225.765625,4510.641602,536.524536,5618.618164,2804.929443,253.767761,2212.908936,1789.529663,-1125.928711
3.750000E+00,1397.432739,800.092834,138.026749,6173.875977,4466.225098,513.521423,5684.020996,2751.287842,796.717041,2254.370850,1888.064209,-952.215149
3.760000E+00,1366.391479,785.302734,67.140411,6107.366699,4413.664551,501.421265,5714.981934,2784.284424,212.116165,2310.079102,1974.350952,-788.452087
3.770000E+00,1368.344360,788.965637,23.732561,6035.771973,4352.317383,509.307739,5711.909180,2798.375000,91.505493,2378.586670,2052.678711,-638.629883
3.780000E+00,1403.623047,809.086975,-4.484639,5970.602539,4289.106934,512.414795,5663.711426,2804.377197,53.656483,2453.145264,2121.650146,-513.207703
3.790000E+00,1467.413452,841.438477,-21.468357,5921.588867,4227.015625,509.833923,5572.964355,2798.906250,22.577675,2525.232666,2178.826416,-414.728149
3.800000E+00,1549.297607,878.615967,-27.992569,5896.877441,4167.359863,507.028137,5454.461426,2776.667969,-6.586093,2583.290527,2217.992188,-343.991425
3.810000E+00,1637.168091,912.878845,-25.676804,5900.062012,4109.968262,504.045135,5326.860352,2735.975830,-34.990578,2618.746094,2234.446777,-298.989258
3.820000E+00,1717.050537,936.784668,-17.962601,5929.510254,4052.881104,501.296875,5212.186035,2679.324463,-57.890289,2625.917725,2225.168213,-275.237152
3.830000E+00,1777.615356,945.946045,-9.305465,5978.995605,3993.371338,499.047394,5128.490234,2612.312744,-71.849037,2604.883301,2191.354248,-266.536041
3.840000E+00,1810.618164,938.956177,-3.787475,6037.754395,3928.845459,497.697388,5088.476074,2541.620850,-73.890968,2560.739258,2137.943848,-266.150726
3.850000E+00,1812.894165,917.633057,-4.562878,6092.874023,3858.292725,496.413361,5097.153320,2473.467773,-64.453094,2502.886719,2073.081055,-269.163391
3.860000E+00,1787.143677,886.168030,-11.967423,6131.760254,3782.283936,495.407654,5150.131348,2412.488770,-44.308403,2443.645020,2006.890137,-271.806519
3.870000E+00,1741.189453,849.914246,-24.706223,6144.443359,3702.416016,494.299835,5234.453125,2361.955078,-17.588242,2396.092285,1949.643677,-272.250244
3.880000E+00,1686.475464,814.354492,-40.329208,6125.268555,3620.091064,493.523987,5330.756836,2323.790527,10.650668,2371.885254,1909.914917,-269.409149
3.890000E+00,1636.049805,784.417725,-56.647182,6074.103516,3535.840332,492.853729,5416.966309,2298.352295,34.418995,2379.221924,1892.899414,-263.165588
3.900000E+00,1602.405029,763.983337,-71.941795,5996.182617,3449.121826,492.004974,5472.482422,2283.697510,48.640396,2421.525879,1899.398560,-253.607300
3.910000E+00,1595.670410,755.458191,-84.993309,5901.207031,3358.815430,490.517944,5482.088867,2275.051514,50.597931,2496.848145,1925.541870,-241.276321
3.920000E+00,1622.016357,759.184265,-94.439514,5801.406250,3263.836670,488.262451,5438.908691,2265.077393,40.551197,2598.015137,1963.350586,-227.552032
3.930000E+00,1682.686035,773.009583,-98.265633,5709.162109,3163.607178,485.363953,5345.590332,2245.358154,21.214436,2713.667480,2002.244629,-214.668137
3.940000E+00,1773.942871,792.377075,-94.478928,5635.073242,3058.147705,481.825714,5213.237793,2208.646484,-4.442851,2830.277588,2031.356812,-206.038391
3.950000E+00,1887.437378,811.044922,-81.990776,5585.932617,2947.824219,478.076385,5059.275879,2150.900146,-32.185658,2934.364258,2041.785645,-204.448242
3.960000E+00,2011.387085,822.567627,-62.200363,5563.605957,2833.301758,474.431854,4904.221680,2072.405029,-57.929543,3014.834229,2028.402832,-210.771774
3.970000E+00,2132.441650,822.064392,-39.094463,5564.755371,2715.626465,471.914490,4767.981934,1977.384277,-77.012474,3065.014893,1990.668945,-223.575211
3.980000E+00,2237.785156,807.457886,-18.750093,5581.585938,2596.672852,470.123779,4666.871582,1872.508789,-86.882446,3083.573730,1932.146851,-239.949203
3.990000E+00,2317.380371,779.839844,-6.499464,5603.274414,2479.104004,468.855835,4610.991699,1764.970947,-85.545364,3074.699951,1859.293701,-256.397339
4.000000E+00,2365.789307,742.798096,-4.587684,5617.964355,2365.937012,468.923950,4602.498535,1661.116577,-72.397102,3047.359619,1779.930176,-269.593445
4.010000E+00,2383.032471,701.132996,-12.752221,5614.977051,2259.890625,469.269623,4635.223145,1565.962646,-49.709896,3013.683838,1701.767456,-277.534058
4.020000E+00,2374.533203,659.568665,-28.249290,5586.907715,2162.356934,470.254761,4695.445313,1483.100342,-20.969355,2987.050049,1631.275269,-278.818085
4.030000E+00,2349.913086,621.776611,-47.843491,5530.681152,2073.087891,470.617279,4764.243164,1414.765137,7.069043,2979.830078,1572.809814,-273.662537
4.040000E+00,2321.418457,590.026611,-67.766876,5448.284668,1990.114990,471.113861,4820.852051,1361.272339,29.490595,3001.395752,1528.021118,-262.277069
4.050000E+00,2301.853027,565.113098,-85.188240,5346.129883,1910.590210,470.283569,4846.421875,1320.538818,41.539703,3056.558594,1495.636841,-245.941803
4.060000E+00,2302.613525,546.589539,-97.436218,5234.067383,1831.411377,469.010742,4827.785156,1287.834595,41.575142,3144.563965,1471.668945,-226.808746
4.070000E+00,2331.811035,532.861328,-102.704033,5123.370117,1750.243774,466.310974,4759.862793,1256.397339,29.771669,3259.040771,1450.331299,-208.251755
4.080000E+00,2393.045166,521.360413,-99.221512,5024.834473,1665.805786,463.165436,4646.356445,1218.862671,9.315145,3388.973633,1425.495361,-193.608047
4.090000E+00,2484.591309,508.771149,-86.112198,4946.804199,1577.979492,460.427429,4498.787109,1169.238525,-15.342030,3520.538086,1392.250122,-185.681519
4.100000E+00,2599.437500,491.555725,-65.624557,4894.160156,1487.770996,456.844574,4334.953613,1104.676147,-41.760445,3639.052734,1347.983887,-187.486298
4.110000E+00,2726.888184,467.049561,-41.216488,4867.517578,1396.661987,453.301666,4174.118164,1025.945923,-66.139900,3732.805420,1292.960693,-198.541580
4.120000E+00,2853.254883,434.021545,-16.626385,4862.307617,1306.410400,452.354828,4034.938965,936.882751,-82.367447,3793.737305,1229.519287,-214.998154
4.130000E+00,2964.373779,393.213531,1.399728,4871.041016,1219.414429,452.357208,3933.623779,843.215515,-89.500061,3818.750732,1161.342773,-234.348923
4.140000E+00,3048.562012,347.407440,9.299198,4883.840332,1138.032227,453.315918,3879.569824,750.854553,-85.780365,3811.069580,1092.590698,-252.765686
4.150000E+00,3098.469971,300.634064,6.009399,4890.297363,1064.292114,455.170349,3874.658447,664.917664,-70.992325,3778.973145,1027.028687,-266.973480
4.160000E+00,3112.652100,257.202942,-6.883890,4881.564941,999.499756,457.156158,3912.120605,589.540955,-47.539513,3734.913086,967.622742,-275.090363
4.170000E+00,3095.392334,220.542786,-26.519621,4851.962891,943.784241,458.819397,3978.505859,527.735107,-18.671394,3692.548828,916.164795,-275.703949
4.180000E+00,3056.037842,192.643021,-48.624802,4800.074707,896.080444,460.362030,4055.065430,481.371155,9.780791,3665.437500,873.360596,-268.243469
4.190000E+00,3007.108398,173.660965,-70.149513,4728.306641,854.324280,460.543365,4121.175293,450.835175,31.304531,3664.419678,838.625610,-254.406113
4.200000E+00,2962.426270,162.279861,-87.168747,4643.276855,815.829956,460.213959,4158.732422,434.014923,42.439648,3695.471191,810.222229,-235.398804
4.210000E+00,2934.626465,156.114365,-97.473450,4553.945313,778.036743,458.730347,4155.183594,426.539001,41.632095,3758.812012,785.477600,-213.996582
4.220000E+00,2933.288086,152.377441,-98.631042,4470.195313,738.880249,457.355927,4105.901855,422.319244,30.036858,3848.660645,761.322021,-193.158539
4.230000E+00,2963.937988,148.135757,-91.343399,4401.920410,697.375793,453.825378,4014.194824,415.257141,8.059398,3954.889893,734.808838,-179.376099
4.240000E+00,3026.023193,140.734406,-75.114342,4355.851074,653.138794,450.405457,3891.657959,400.037872,-18.072733,4063.476807,703.996399,-173.463104
4.250000E+00,3113.420166,127.934021,-52.324108,4335.312012,606.728882,447.198792,3755.300537,373.964874,-44.869427,4159.616211,668.278015,-177.134338
4.260000E+00,3215.193115,108.378929,-27.436811,4339.573242,559.373169,444.322266,3624.666992,337.154022,-68.369598,4230.248535,628.539368,-189.369110
4.270000E+00,3317.297852,82.174644,-4.087988,4363.598145,512.728638,443.706940,3517.871338,292.216919,-84.563286,4267.128418,586.877563,-206.704132
4.280000E+00,3405.083252,50.759083,11.397470,4399.247070,468.923615,443.525055,3449.977051,243.002014,-92.193871,4267.026367,545.798889,-227.106888
4.290000E+00,3466.298340,17.260359,16.591812,4436.858887,429.986176,444.423401,3429.505859,193.630188,-89.035194,4233.192383,507.952423,-246.153458
4.300000E+00,3492.673584,-15.204437,-0.426272,4465.924316,398.474731,431.481720,3457.504395,148.970505,-86.808487,4173.895996,474.820251,-274.120880
4.310000E+00,3483.831055,-40.790222,-13.915832,4479.987305,373.345367,437.153564,3526.214844,111.174660,-62.907608,4102.860840,449.030273,-279.772400
4.320000E+00,3442.906250,-58.550510,-43.120365,4472.693359,356.410553,427.702515,3621.038330,85.197517,-44.126770,4034.340088,429.471863,-290.712708
4.330000E+00,3380.308105,-66.535492,-74.585243,4444.951172,345.360474,419.634125,3723.659180,72.668938,-26.085533,3982.300049,416.157776,-292.724274
4.340000E+00,3308.948975,-64.811676,-95.779327,4399.859863,337.695892,422.136322,3814.986328,73.091278,-3.898922,3956.658691,408.298279,-277.187134
4.350000E+00,3241.820313,-55.920086,-107.771164,4342.681152,331.443665,428.405884,3877.113037,85.097420,12.962228,3963.458008,403.855377,-251.751083
4.360000E+00,3192.222900,-43.832031,-121.516434,4282.676758,325.395630,420.989899,3896.531494,106.052383,6.493920,4004.419189,399.750397,-235.775269
4.370000E+00,3170.042725,-31.054564,-124.992180,4228.859863,316.552673,416.731171,3870.022217,129.087677,-8.412004,4073.286377,394.359406,-218.467636
4.380000E+00,3179.668701,-19.864021,-107.825073,4188.400391,303.196716,425.675049,3802.345215,147.469421,-19.008541,4158.437500,386.518311,-192.860184
4.390000E+00,3222.203125,-13.840610,-88.827118,4169.474609,286.866882,423.017212,3703.745117,158.153870,-44.020840,4247.339355,373.911163,-186.105118
4.400000E+00,3291.299561,-14.409798,-65.133438,4173.805664,267.273102,420.551727,3590.767090,157.797745,-69.907707,4325.333984,356.971924,-189.016510
4.410000E+00,3375.936279,-22.945919,-46.625332,4199.593750,246.211563,410.087982,3483.060059,146.597580,-99.773102,4379.114258,336.327454,-209.104385
4.420000E+00,3461.804443,-38.765709,-33.130455,4240.982910,224.928726,399.325500,3398.806396,126.186676,-124.375793,4400.097656,314.341309,-236.007599
4.430000E+00,3534.922119,-59.543842,-22.933620,4290.716797,205.050491,395.192719,3352.056152,99.588272,-136.064636,4385.679688,293.705688,-259.819916
4.440000E+00,3583.760742,-81.710716,-13.667827,4340.584473,188.285522,402.151306,3350.035645,70.358101,-128.752045,4339.739746,276.802856,-273.387634
4.450000E+00,3600.679932,-101.511581,-5.972366,4382.130371,176.186707,419.592896,3392.733887,42.299290,-101.569405,4271.255371,265.171204,-274.315308
4.460000E+00,3581.193115,-117.272697,-22.181202,4405.217773,171.291779,418.416443,3473.919434,20.845306,-79.270668,4190.884766,258.120331,-286.519470
4.470000E+00,3530.330566,-125.388611,-48.703896,4406.695313,172.382874,413.477234,3578.876465,9.087304,-57.039520,4114.004883,256.446167,-294.489471
4.480000E+00,3458.216064,-124.246170,-74.207726,4387.436523,177.729843,412.819305,3689.556152,8.757366,-32.211033,4054.057373,259.682922,-290.093811
4.490000E+00,3377.421387,-114.403252,-92.129105,4350.877930,185.287094,418.778656,3786.802734,20.010048,-6.761840,4020.984863,266.589783,-271.327332
4.500000E+00,3301.010498,-98.226166,-100.594147,4302.584473,193.012497,428.315674,3852.792725,41.341824,13.058519,4021.126953,275.281525,-242.699112
4.510000E+00,3242.750244,-80.114037,-117.032936,4252.467773,200.311783,417.121277,3874.364990,70.711746,2.673650,4056.540771,282.182617,-230.651688
4.520000E+00,3212.664063,-62.083157,-122.881134,4209.099609,203.625839,410.513214,3849.501465,100.726959,-15.223767,4120.479980,286.569885,-216.182007
4.530000E+00,3215.419678,-46.520233,-111.041458,4179.455078,201.740250,412.557892,3783.725098,125.217346,-32.488647,4201.120117,287.383789,-197.515808
4.540000E+00,3251.008301,-35.840996,-86.791214,4169.312012,195.550629,407.682495,3687.776855,140.351028,-50.480240,4285.244629,285.918945,-142.069351
4.550000E+00,3312.875488,-25.738363,-71.153481,4182.591309,182.435471,307.387817,3576.887695,151.846802,-76.672470,4360.048828,288.659119,216.432907
4.560000E+00,3388.357666,-20.102982,-59.080105,4217.826172,157.091705,273.034119,3469.921143,154.694489,-106.404686,4412.616211,265.576233,271.710571
4.570000E+00,3463.823486,-22.365715,-48.534294,4267.994141,130.145752,254.428009,3385.574219,146.248871,-131.839279,4433.732422,237.585907,257.275970
4.580000E+00,3526.566406,-30.717119,-36.602051,4325.056641,104.830803,249.784851,3337.913086,129.095200,-141.875839,4420.333984,211.655823,235.934875
4.590000E+00,3566.290527,-41.577278,-20.058630,4380.728516,82.945297,263.488861,3333.790771,107.113487,-128.287643,4376.364258,191.086090,228.285080
4.600000E+00,3574.000244,-52.705921,-15.787196,4424.247559,67.257736,274.319244,3374.583984,85.371918,-105.060608,4308.826172,176.172684,219.991714
4.610000E+00,3547.143555,-61.463665,-34.873318,4447.717773,59.235146,269.216248,3452.554688,69.007729,-86.691093,4230.183105,166.811935,203.243820
4.620000E+00,3490.906250,-64.082436,-60.731876,4448.622559,57.287769,265.158813,3553.182617,60.778214,-64.828041,4155.785156,163.516068,196.349045
4.630000E+00,3415.109375,-59.124477,-85.803772,4428.178223,59.869102,264.925598,3658.500732,62.603386,-40.442711,4098.979980,165.139053,203.152191
4.640000E+00,3332.130371,-46.787777,-102.216347,4390.090332,64.664940,272.942169,3749.467041,74.533241,-14.199032,4069.779053,170.224396,227.452957
4.650000E+00,3254.821045,-29.166050,-108.891411,4340.210449,69.618027,285.199524,3808.621094,95.119652,6.891354,4074.418945,176.522964,263.349457
4.660000E+00,3197.177002,-10.528473,-126.984856,4289.181152,74.574280,271.402466,3822.887695,122.702927,-6.081463,4115.074707,179.805145,277.332947
4.670000E+00,3169.059814,7.689502,-135.065933,4245.323730,75.505051,262.053589,3791.066895,149.774796,-26.854269,4184.273438,179.946259,292.672699
4.680000E+00,3174.927002,23.558401,-122.827286,4215.177734,70.901314,264.620972,3719.307617,170.180084,-43.819714,4269.404785,176.432068,313.868225
4.690000E+00,3214.596191,34.354675,-99.911072,4204.166504,61.423244,268.123016,3618.700684,180.719879,-63.426208,4356.661621,168.157227,326.405487
4.700000E+00,3282.158203,38.203602,-71.566795,4214.221680,47.960335,269.607300,3505.695801,179.635483,-84.597458,4431.723633,155.388489,325.272430
4.710000E+00,3366.452881,33.298779,-53.201336,4242.969727,32.665451,258.004028,3400.302734,167.837448,-113.889122,4481.143066,138.810638,300.125885
4.720000E+00,3452.730469,20.444735,-40.759289,4284.002930,16.574306,245.999283,3320.410156,147.077545,-138.205780,4496.553711,121.468460,267.464142
4.730000E+00,3527.096191,2.425474,-25.002308,4330.445313,0.813962,249.067871,3278.851807,120.109322,-143.152939,4476.481934,106.681717,246.468277
4.740000E+00,3577.368408,-17.865923,-9.964366,4373.908691,-12.271267,262.744080,3282.283936,90.773361,-128.447586,4425.164063,96.018532,235.640625
4.750000E+00,3594.050049,-38.542507,-18.509781,4404.274414,-19.462969,262.000122,3330.946533,64.292030,-114.747726,4350.802246,89.310165,214.966431
4.760000E+00,3575.600342,-54.991608,-37.508888,4415.813477,-21.096066,261.054779,3415.842529,43.804974,-93.972878,4267.432617,87.965332,201.657898
4.770000E+00,3526.532959,-64.406204,-62.623325,4406.178223,-17.538481,260.094666,3522.134766,32.523628,-69.137848,4190.087402,91.433212,197.762802
4.780000E+00,3456.687744,-65.234604,-85.408173,4377.104980,-10.410905,264.253387,3631.631836,32.105545,-40.809792,4131.790527,98.804733,209.234299
4.790000E+00,3378.396484,-57.897160,-100.503670,4332.403320,-1.651220,274.172089,3724.702393,42.686085,-12.628318,4102.553223,108.478943,236.046814
4.800000E+00,3304.999756,-44.810162,-110.423317,4278.747559,7.106731,281.587311,3783.695313,62.965996,4.145813,4108.454102,117.982651,267.697693
4.810000E+00,3250.754883,-29.970604,-130.420715,4226.756348,15.102278,266.510986,3796.525635,90.410629,-11.352624,4150.535156,123.741524,279.382629
4.820000E+00,3225.182861,-14.844707,-136.776443,4184.085449,18.551031,258.203705,3762.972900,117.245270,-31.761580,4220.110840,126.044281,294.782990
4.830000E+00,3232.961670,-1.931559,-126.125488,4157.198242,16.478039,258.180145,3689.627686,137.826004,-51.623871,4304.271973,124.128639,311.779144
4.840000E+00,3273.546143,6.418000,-101.970482,4150.542969,9.209703,262.349091,3588.289551,148.547729,-70.877441,4388.707031,117.605598,323.052673
4.850000E+00,3340.636719,8.272529,-70.789162,4165.256348,-2.164398,266.570557,3475.581055,147.880539,-89.504150,4459.403809,106.841484,322.685699
4.860000E+00,3422.969971,1.732744,-51.014500,4198.508301,-15.170438,256.603790,3371.908936,136.944092,-116.913841,4503.196777,92.407051,297.290802
4.870000E+00,3505.780029,-12.096887,-37.003632,4243.520020,-28.869080,247.168015,3294.966064,117.355812,-138.505432,4512.565430,77.578819,266.043060
4.880000E+00,3575.139893,-30.503637,-22.493530,4292.804688,-41.825623,249.249863,3257.398926,91.973633,-142.835358,4486.660156,65.319626,243.417236
4.890000E+00,3618.677490,-50.996090,-17.468122,4336.944336,-51.381126,253.106018,3265.843262,64.980957,-135.468445,4429.978027,56.851051,223.265549
4.900000E+00,3628.630127,-70.043297,-24.214758,4367.441895,-56.012135,256.608795,3318.730469,40.317390,-118.258736,4352.687500,53.287189,207.620270
4.910000E+00,3603.520264,-84.229805,-41.947510,4378.542480,-55.111549,258.233765,3406.682617,21.831928,-94.550972,4268.782715,54.810562,198.070328
4.920000E+00,3548.342529,-91.121468,-67.978111,4368.477539,-49.077847,256.710022,3514.407959,12.827502,-69.704659,4193.160156,60.661694,195.276962
4.930000E+00,3473.498779,-88.956093,-87.552376,4339.599609,-40.121189,264.670837,3623.582764,14.325876,-38.041977,4138.308594,70.390213,212.363892
4.940000E+00,3391.385742,-78.823753,-100.772392,4295.863281,-29.718870,275.902008,3714.217773,26.787767,-9.029812,4113.881348,81.906013,242.218826
4.950000E+00,3316.079102,-63.831486,-117.236450,4245.222656,-18.936480,274.274689,3768.401367,49.380135,-1.503426,4125.836426,92.079453,265.870178
4.960000E+00,3261.420166,-46.906166,-134.885025,4197.459961,-10.044571,262.156769,3776.278076,77.682144,-16.239470,4172.861816,98.939026,280.220734
4.970000E+00,3236.263428,-29.941084,-135.513275,4159.826660,-6.025422,259.265991,3738.397705,104.486542,-32.747036,4245.242188,102.382385,300.369202
4.980000E+00,3245.464600,-15.967907,-125.144630,4139.362793,-6.959050,256.607483,3661.545166,125.102463,-55.378834,4330.172852,100.986183,313.194855
4.990000E+00,3287.539795,-6.854317,-101.413269,4139.279297,-13.083181,259.135498,3558.562256,135.559250,-76.431053,4412.755859,95.132385,320.754028
5.000000E+00,3355.489258,-4.224349,-68.186005,4159.876465,-23.393061,265.150421,3446.464355,134.456192,-93.476418,4479.233398,85.501778,320.104706
5.010000E+00,3437.492676,-10.122726,-47.746777,4197.694824,-35.037632,255.816956,3345.842041,123.387886,-119.597801,4516.971191,72.387466,293.464844
5.020000E+00,3518.524902,-23.322975,-35.228413,4245.541992,-47.026409,245.449371,3274.300781,104.119659,-141.000290,4519.274902,59.094936,260.150574
5.030000E+00,3584.622559,-41.012802,-25.175484,4295.439453,-57.881996,244.171356,3243.877686,79.628799,-147.191269,4486.375977,48.500416,233.985474
5.040000E+00,3624.053955,-60.123505,-21.292206,4338.333496,-65.500572,248.901230,3259.819336,53.749859,-138.329590,4424.296387,42.125034,215.338547
5.050000E+00,3629.649170,-77.269943,-26.889515,4366.229980,-68.373161,255.584503,3319.466797,30.450302,-117.465172,4344.096680,40.753811,204.046082
5.060000E+00,3600.150879,-89.800377,-48.698082,4373.523926,-65.429344,253.560028,3412.563232,14.093637,-95.698456,4259.968262,43.808197,192.623001
5.070000E+00,3541.852051,-94.484421,-71.441658,4360.085938,-58.255352,256.994598,3523.361572,6.927948,-66.669624,4186.705078,51.470341,196.801529
5.080000E+00,3465.201660,-90.444344,-89.137550,4328.351074,-48.329006,266.964783,3632.856934,10.436810,-33.241943,4136.285156,62.476509,218.084625
5.090000E+00,3382.843994,-78.950150,-101.610550,4282.913574,-37.210415,278.059875,3720.813965,24.885756,-5.115605,4117.912109,74.755203,249.656418
5.100000E+00,3309.441162,-63.480419,-122.456749,4232.904785,-25.617069,269.668671,3769.653809,49.465488,-5.259518,4136.784180,84.815231,267.525848
5.110000E+00,3258.283447,-46.338589,-140.242294,4187.521484,-16.604223,256.271698,3771.520752,78.555298,-23.016476,4189.455078,91.600998,280.278015
5.120000E+00,3237.574951,-29.382233,-137.451508,4153.668457,-12.877524,255.796600,3728.063721,105.032852,-38.651394,4265.089844,95.076729,301.713623
5.130000E+00,3251.597656,-15.814666,-124.288017,4138.094727,-14.020020,254.301514,3646.892822,124.735588,-60.922623,4350.399414,93.594353,313.633057
5.140000E+00,3298.014893,-7.410393,-98.702164,4143.178223,-20.195904,257.475006,3541.705078,133.960815,-81.626778,4430.412109,87.735474,319.314362
5.150000E+00,3368.902344,-5.459248,-61.481129,4168.389648,-30.610266,267.914337,3429.766113,131.443817,-94.765404,4492.044434,78.599487,320.926880
5.160000E+00,3451.919922,-12.155022,-39.531384,4209.570801,-41.854511,259.734192,3332.400879,119.335342,-118.636414,4522.788574,66.012840,293.146729
5.170000E+00,3531.620605,-26.242630,-30.616770,4258.760742,-52.817341,246.232651,3266.909912,99.706505,-141.196899,4517.078125,53.333050,255.405106
5.180000E+00,3594.180176,-44.280491,-23.414026,4307.573242,-62.513264,244.163177,3244.279053,75.302338,-147.006668,4476.677246,43.853279,228.440704
5.190000E+00,3628.871826,-63.041164,-21.350273,4347.631348,-68.881378,249.697510,3268.022461,50.041435,-136.362732,4409.386719,38.866867,211.565994
5.200000E+00,3628.595703,-79.742989,-33.764225,4370.465820,-70.027580,250.412521,3334.580811,28.275520,-118.595917,4326.563965,38.390293,195.971802
5.210000E+00,3594.097900,-90.870186,-54.816612,4372.667480,-66.121597,251.270905,3432.313721,13.496573,-94.085876,4243.436035,42.739910,189.562881
5.220000E+00,3532.106445,-93.818436,-73.610565,4354.576660,-58.459194,259.938385,3544.999268,7.923398,-59.977253,4173.914551,51.553890,201.475327
5.230000E+00,3453.259033,-88.054474,-85.010872,4318.739746,-48.573299,277.172150,3653.038574,12.898929,-20.537920,4129.390137,63.550793,232.389053
5.240000E+00,3370.842041,-76.157547,-103.721779,4271.447754,-36.707153,278.331116,3734.978760,29.772823,-1.803133,4119.457520,75.239120,256.308533
5.250000E+00,3300.128174,-60.781425,-130.379303,4222.225098,-24.938496,262.230591,3775.389404,56.033150,-11.807516,4147.011719,84.364868,266.952393
5.260000E+00,3253.368164,-43.653980,-144.517365,4179.280273,-16.830845,251.935165,3768.723633,84.909294,-29.056889,4206.126465,90.698349,282.194794
5.270000E+00,3238.213867,-27.219168,-138.547729,4149.535156,-14.039312,253.102600,3717.553711,110.234787,-44.667553,4285.192871,93.503441,303.691437
5.280000E+00,3258.010498,-14.529946,-122.495316,4139.046387,-16.015568,252.523712,3630.598633,128.089645,-66.819519,4370.367188,91.334213,313.985535
5.290000E+00,3309.527100,-7.399488,-96.881065,4149.497070,-22.638924,253.999756,3522.528076,135.283615,-89.151436,4446.844238,84.787842,314.931824
5.300000E+00,3383.674805,-6.716359,-58.817677,4179.211426,-33.346569,264.813934,3411.278076,130.670471,-101.483292,4501.958008,75.429153,314.147675
5.310000E+00,3467.356934,-14.540046,-36.264179,4223.136719,-44.572224,258.121796,3318.042236,116.846336,-123.055832,4524.312012,63.126621,285.954285
5.320000E+00,3544.920898,-29.493860,-28.632778,4272.761230,-55.025764,244.866501,3259.623779,96.200066,-143.761963,4509.690430,51.054642,247.535706
5.330000E+00,3603.122559,-47.691761,-21.913992,4319.799316,-63.985569,244.914764,3245.554932,71.414314,-146.117691,4461.721191,42.637550,222.875565
5.340000E+00,3631.372559,-66.305420,-24.715654,4355.393066,-69.040260,247.077423,3278.294678,46.709080,-135.575470,4389.003906,38.485317,203.716568
5.350000E+00,3624.581299,-81.489609,-32.528004,4373.046387,-69.638580,255.967575,3352.168213,25.584858,-109.804184,4304.682129,39.613903,198.247147
5.360000E+00,3583.688965,-91.329300,-56.834522,4369.199219,-64.598694,254.043457,3454.334961,12.636181,-85.661407,4223.709961,44.617989,191.818253
5.370000E+00,3517.153076,-92.194252,-69.737122,4345.792480,-56.917366,271.119720,3568.183350,8.576306,-44.637924,4159.326172,54.543240,214.900955
5.380000E+00,3435.894287,-84.466362,-73.726036,4305.777344,-47.331455,295.113922,3673.227295,14.910541,1.630505,4122.265625,67.242180,255.452469
5.390000E+00,3353.142090,-71.385658,-88.940727,4256.385742,-35.881836,298.791443,3748.063721,33.260105,20.493206,4121.394531,78.960243,283.865845
5.400000E+00,3283.979492,-54.610737,-100.667885,4207.229004,-25.799780,298.036560,3779.403320,59.192478,22.327026,4157.221191,88.712257,310.870605
5.410000E+00,3240.462646,-36.855602,-104.258812,4167.166016,-19.011156,295.339661,3761.930664,87.351204,10.161507,4223.533691,94.927048,333.715393
5.420000E+00,3230.569824,-20.843161,-97.765915,4143.672363,-16.759979,292.018127,3698.956543,111.882004,-11.035419,4308.553223,96.473587,348.681396
5.430000E+00,3256.264648,-9.035876,-81.709213,4141.093750,-19.420349,288.584290,3601.973877,127.905380,-36.989403,4396.756348,92.965256,352.727264
5.440000E+00,3313.085449,-3.288911,-58.310291,4160.098633,-26.503784,285.545532,3488.448486,132.673035,-63.639969,4472.013672,84.973320,345.080017
5.450000E+00,3391.044189,-4.670415,-31.344889,4197.498535,-36.800919,283.569977,3377.894043,125.963234,-86.939247,4521.229004,73.926857,327.506683
5.460000E+00,3475.763916,-14.013043,-15.095263,4246.180664,-47.757046,271.868134,3289.904785,110.091331,-111.579880,4535.136719,61.042049,292.064484
5.470000E+00,3550.811035,-30.765032,-22.706341,4295.903809,-56.898399,245.305695,3241.638184,88.658699,-142.314346,4510.042969,48.520023,239.971161
5.480000E+00,3603.892822,-49.970467,-30.282360,4339.237793,-64.218018,233.696854,3239.957520,64.060738,-153.311203,4452.583008,40.302193,204.765884
5.490000E+00,3626.204590,-67.902222,-35.846905,4368.906250,-68.295502,237.821686,3284.516113,39.945503,-141.558731,4373.896973,37.542908,189.586578
