#X,Tire_fl->fzcp_Force(abs),Tire_fl->fycp_Force(abs),Tire_fl->fxcp_Force(abs),Tire_rr->fzcp_Force(abs),Tire_rr->fycp_Force(abs),Tire_rr->fxcp_Force(abs),Tire_fr->fzcp_Force(abs),Tire_fr->fycp_Force(abs),Tire_fr->fxcp_Force(abs),Tire_rl->fzcp_Force(abs),Tire_rl->fycp_Force(abs),Tire_rl->fxcp_Force(abs)
#Time(sec),Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real,Force(N)_Real
0.000000E+00,3569.071045,-45.694057,-35.810951,4133.939941,-30.179409,62.102055,3524.801270,52.293789,-93.725693,4297.350586,56.526752,139.686386
1.000000E-02,3680.895020,-50.599262,4.735203,4202.501465,-53.049183,209.416092,3682.327881,40.830944,-27.267126,4377.942871,54.512596,303.504669
2.000000E-02,3735.730225,-57.660843,6.675494,4284.873047,-64.395340,258.153534,3803.221924,41.665195,9.980799,4442.864746,48.504791,338.397675
3.000000E-02,3720.294434,-63.562607,-9.865200,4359.354004,-66.811440,276.666656,3857.681152,53.835896,25.899244,4474.798828,46.233612,323.355438
4.000000E-02,3638.836182,-66.178429,-34.673492,4406.720215,-61.640667,288.833588,3832.894775,73.904083,22.254480,4465.224121,50.373207,291.625122
5.000000E-02,3511.019287,-64.737640,-61.076405,4414.849609,-50.706585,297.991394,3735.075684,96.218994,1.975381,4416.274414,60.231087,257.185791
6.000000E-02,3366.542725,-59.617336,-82.077591,4382.079102,-37.067707,305.237549,3587.206787,114.538010,-27.459759,4339.983398,73.448196,230.958282
7.000000E-02,3239.296387,-52.309074,-94.655777,4317.114746,-24.145086,308.310120,3424.282227,124.197655,-59.518307,4255.418945,86.627663,218.002686
8.000000E-02,3158.354492,-44.479557,-96.505478,4236.741699,-14.979476,307.081268,3283.840820,123.432617,-87.687630,4183.743164,96.738876,221.893951
9.000000E-02,3142.091553,-37.579456,-87.084297,4161.284180,-11.511792,301.815399,3198.127197,113.155075,-107.060783,4143.172852,101.567337,242.093796
1.000000E-01,3193.873779,-32.637981,-67.033134,4109.778809,-14.387196,294.011993,3186.843994,95.804390,-113.573853,4144.671387,100.080421,274.688416
1.100000E-01,3300.970947,-30.370331,-39.771179,4095.520264,-22.916540,285.318542,3252.594727,74.517006,-104.451698,4189.042969,92.454292,311.874725
1.200000E-01,3436.787842,-31.120007,-11.649453,4122.639648,-35.244804,277.957581,3379.305664,53.105125,-79.329308,4266.165527,80.239418,344.449097
1.300000E-01,3567.928711,-34.731190,8.608536,4185.475586,-48.557995,273.411835,3536.269043,36.114639,-43.230408,4357.865723,66.139168,363.117004
1.400000E-01,3661.709229,-40.196045,14.860276,4269.323730,-59.621090,273.246979,3684.631348,27.979286,-6.199684,4441.909180,53.706882,363.310913
1.500000E-01,3694.344482,-46.706745,-5.277294,4353.500488,-64.609550,264.844604,3786.921387,32.294147,8.892352,4497.420898,45.389088,332.374603
1.600000E-01,3658.713135,-51.265350,-34.546665,4417.796875,-63.053314,263.872589,3818.608154,47.274815,8.752230,4511.364258,44.429985,293.166748
1.700000E-01,3564.638184,-51.997784,-61.042084,4447.121582,-55.517376,273.949768,3773.177979,68.263481,-1.186578,4481.310547,51.152512,258.511871
1.800000E-01,3434.947998,-49.147125,-84.729050,4434.049316,-43.456028,284.777527,3661.968750,89.725533,-23.469501,4414.588379,63.170330,228.701691
1.900000E-01,3300.735840,-43.586193,-100.481049,4381.882324,-30.085566,294.688721,3512.012451,105.782242,-51.388424,4327.434570,77.426834,211.401596
2.000000E-01,3194.677979,-37.383209,-113.675514,4303.695801,-17.974476,290.485321,3360.074951,113.192383,-87.054199,4241.067383,89.696800,199.734695
2.100000E-01,3143.062744,-31.880754,-121.610756,4218.837891,-10.118832,276.197662,3243.352539,110.831718,-122.544655,4176.625488,97.348442,199.287964
2.200000E-01,3158.456543,-27.549786,-113.588234,4147.205566,-8.957047,266.059204,3189.668457,99.487762,-142.697128,4149.166504,99.569649,221.519135
2.300000E-01,3237.524414,-25.190681,-89.441528,4105.456055,-14.575809,260.924530,3212.092285,81.863541,-142.877441,4164.983887,95.845726,260.347748
2.400000E-01,3362.251953,-25.545647,-56.318218,4103.914551,-25.480078,257.991089,3306.653564,61.472343,-123.592682,4220.631836,86.571808,302.386292
2.500000E-01,3503.139404,-28.896765,14.889798,4142.912109,-39.656208,261.606934,3451.795410,42.434849,-125.285774,4302.395508,73.888710,340.968140
2.600000E-01,3619.117432,-224.736221,-2887.850586,4212.776367,-65.198830,395.152802,3603.543701,177.484543,-3047.356445,4389.847656,67.579117,502.316864
2.700000E-01,3726.599609,-171.320633,-1200.467529,4286.594238,-66.470207,247.236694,3767.358887,109.499825,-1929.719238,4452.783203,32.646000,160.001099
2.800000E-01,3762.765381,-94.543823,177.509659,4342.567871,-63.688110,97.667671,3865.902344,67.418716,-1283.598022,4476.660645,51.569302,533.000366
2.900000E-01,3691.205078,-286.203094,-3290.538818,4354.511230,128.752029,-3284.247559,3882.236084,9.251680,-391.410309,4447.071289,-189.685196,-3041.061035
3.000000E-01,3647.063232,-325.018768,-1695.910156,4344.625000,34.976307,-868.837097,3825.748047,-87.039497,62.962242,4395.647461,4.454817,-674.901062
3.100000E-01,3568.041992,-333.251099,-715.475586,4280.684082,3.410789,26.898699,3710.011230,-133.288132,111.985413,4309.153320,86.345726,28.270393
3.200000E-01,3471.927246,-387.938049,-657.593262,4185.141602,7.072509,230.837173,3553.912109,-186.316483,261.463959,4222.094238,114.797142,148.262299
3.300000E-01,3411.315918,-293.104889,1793.394653,4087.389404,-155.781357,3086.220459,3397.764893,-343.772064,2329.530273,4158.250488,137.251801,272.319183
3.400000E-01,3355.780518,-480.070892,459.767365,3978.302246,-15.522946,1398.446045,3229.159180,-379.356598,1162.491089,4144.134766,183.379318,262.476440
3.500000E-01,3380.305420,-595.697632,-126.850967,3912.511230,39.857643,687.140076,3129.018311,-434.434692,772.272339,4188.675293,189.732361,266.182190
3.600000E-01,3474.354004,-680.116760,-89.901329,3881.992920,49.520462,394.854279,3108.151367,-497.536438,223.445526,4278.554688,171.592621,178.206726
3.700000E-01,3612.560303,-765.148193,16.762066,3886.221924,19.004564,396.415344,3160.130615,-589.321960,89.916153,4402.748535,149.709457,339.231506
3.800000E-01,3765.440186,-858.866333,6.866738,3920.133301,-14.542392,325.862305,3253.353516,-681.939026,-131.300095,4544.766602,105.502159,305.671906
3.900000E-01,3901.889893,-945.149170,162.233948,3970.250732,-57.154522,311.133575,3351.788086,-780.659119,-131.775253,4683.999512,57.136402,295.147491
4.000000E-01,3993.368896,-1024.031128,231.647598,4017.632324,-94.984352,212.378464,3415.575439,-857.842468,-228.947327,4800.545410,13.901528,377.595520
4.100000E-01,4024.937744,-1112.059204,103.662773,4043.312988,-144.228119,238.298584,3417.155518,-926.499695,-263.171143,4879.336914,-50.296238,192.001877
4.200000E-01,3999.944092,-1196.306641,-9.444707,4032.039795,-196.881424,407.367676,3346.205078,-988.614807,-22.239048,4915.983398,-90.010368,266.850067
4.300000E-01,3934.177246,-1273.291260,-131.651855,3974.487793,-229.204697,367.547180,3203.197021,-1029.413818,44.323845,4914.285645,-133.823227,184.910385
4.400000E-01,3855.502930,-1349.718628,-150.139877,3874.067627,-265.854248,390.281189,3010.574951,-1062.761719,70.903816,4888.915039,-171.942459,197.420563
4.500000E-01,3794.618652,-1434.751343,-259.218842,3742.969482,-302.060089,358.379913,2802.041748,-1089.086670,65.229645,4859.982910,-218.899216,145.518616
4.600000E-01,3781.834717,-1527.166504,-301.494049,3599.492676,-346.389069,383.148987,2613.920898,-1114.807495,63.813393,4848.769043,-273.536987,92.516525
4.700000E-01,3834.401367,-1639.519409,-289.895935,3462.289307,-392.333374,330.315918,2476.380859,-1154.369751,15.924235,4871.958984,-332.800110,123.101341
4.800000E-01,3955.574707,-1742.565918,249.460785,3349.931641,-464.169159,646.052734,2408.293701,-1212.034180,-8.794876,4939.509766,-377.418060,637.074829
4.900000E-01,4126.335938,-1894.290649,8.866164,3271.642578,-526.818970,447.897705,2409.700684,-1288.484131,-24.317835,5049.580566,-475.446594,608.273376
5.000000E-01,4331.312012,-2048.388428,-61.748455,3232.102051,-601.102173,373.267700,2466.884521,-1387.554077,-13.652967,5192.645020,-593.179260,341.582123
5.100000E-01,4536.601074,-2204.554199,-81.608421,3220.399658,-675.120361,428.278870,2554.482910,-1498.952515,24.406076,5346.666016,-710.391113,-106.990746
5.200000E-01,4710.215820,-2354.375488,-99.818192,3219.842285,-742.946655,449.421631,2639.064941,-1604.190430,69.380501,5486.242188,-801.708923,-219.834564
5.300000E-01,4829.014648,-2463.040771,388.352448,3213.809570,-808.184082,828.859131,2687.406250,-1669.358398,417.308319,5594.222168,-851.206238,465.264862
5.400000E-01,4869.874023,-2601.770752,-110.846626,3187.235840,-865.190308,642.198303,2669.146484,-1712.399292,341.358612,5657.924805,-963.017700,-221.163467
5.500000E-01,4853.713379,-2704.080322,-141.656387,3127.813721,-908.242126,529.105591,2577.471680,-1715.625488,196.864594,5682.761719,-969.305786,1149.744385
5.600000E-01,4797.268066,-2789.746826,-181.141739,3032.411377,-956.062866,472.410034,2423.353027,-1670.765015,102.588173,5664.921387,-1115.730713,-136.746857
5.700000E-01,4731.219238,-2864.647949,-188.332153,2905.369385,-986.732361,453.048096,2233.042725,-1592.180542,41.830826,5632.145020,-1202.315674,-383.928131
5.800000E-01,4685.363770,-2960.064697,-1352.882202,2759.859863,-1010.914429,437.682739,2035.709717,-1495.532227,-530.359985,5602.656250,-1286.289795,-438.504669
5.900000E-01,4713.996094,-3057.434082,-566.026123,2612.929443,-1030.616577,411.235779,1882.901611,-1427.435181,-393.511230,5592.353516,-1376.181396,-514.425659
6.000000E-01,4792.687500,-3150.127930,-88.508476,2483.288818,-1054.434937,451.622009,1785.087524,-1386.505615,-307.437469,5616.118652,-1472.290771,-304.781677
6.100000E-01,4922.073730,-3277.229980,-120.526154,2386.391357,-1090.965332,395.300385,1752.085693,-1386.323608,-236.757324,5679.895508,-1597.187256,-492.519714
6.200000E-01,5093.740723,-3417.280029,-85.185036,2330.747314,-1133.094604,432.357300,1783.951416,-1432.379639,-158.450150,5780.871582,-1710.802246,-262.657074
6.300000E-01,5276.644043,-3555.540039,-74.083000,2314.286133,-1186.888672,451.679352,1866.683228,-1513.567261,-95.194611,5901.955078,-1831.890747,-209.007736
6.400000E-01,5435.801758,-3683.543701,-244.322906,2326.553223,-1248.351074,461.660980,1974.159546,-1605.647705,36.294559,6021.489258,-1950.548096,-224.305450
6.500000E-01,5544.289063,-3784.388672,-340.484619,2350.898682,-1311.080688,431.292023,2073.968506,-1690.947754,108.440331,6117.529785,-2059.453857,-292.821259
6.600000E-01,5584.755859,-3856.254150,-440.174072,2369.349609,-1364.059326,420.960419,2135.180908,-1743.560791,174.227585,6174.578613,-2155.575684,-315.922577
6.700000E-01,5561.249512,-3886.107910,-175.458359,2367.908936,-1393.919678,521.797302,2139.494385,-1735.740112,353.476898,6188.989258,-2230.312256,-32.979229
6.800000E-01,5479.982422,-3897.662842,-87.215004,2335.290283,-1413.010742,505.809326,2071.840820,-1696.681030,292.658295,6163.619141,-2318.975830,-253.892487
6.900000E-01,5371.956055,-3893.876953,-56.113083,2270.607910,-1411.487793,494.433807,1942.687012,-1610.117065,194.257217,6115.975586,-2397.796143,-304.146851
7.000000E-01,5274.620605,-3874.677979,165.835236,2181.105713,-1394.736084,473.422607,1778.283081,-1490.389282,110.487556,6065.966309,-2478.517822,-344.018066
7.100000E-01,5204.540039,-3930.055908,-1653.697754,2081.020264,-1376.579590,385.498779,1591.697632,-1128.106934,-1159.192871,6024.371094,-2550.914307,-3306.309570
7.200000E-01,5237.297363,-4007.791748,-450.015320,1981.226807,-1329.891968,459.482117,1491.944336,-1124.162842,-959.668823,6025.544434,-2655.241455,-1024.458008
7.300000E-01,5310.726074,-4049.847412,-140.686356,1901.954102,-1317.388428,389.864807,1440.493530,-1108.960938,-874.442139,6045.454590,-2751.106201,-748.094299
7.400000E-01,5427.589844,-4119.490234,-113.661819,1856.962158,-1325.348755,321.144409,1438.113159,-1106.023560,-876.896179,6102.615234,-2850.990967,-337.764771
7.500000E-01,5571.545898,-4195.586914,-72.244270,1850.911743,-1344.489380,370.805298,1485.252808,-1192.339722,-776.868042,6186.543457,-2965.074951,-219.994781
7.600000E-01,5709.750977,-4264.902832,-27.640736,1879.115356,-1385.265137,407.944977,1571.802368,-1300.775513,-690.673523,6278.667969,-3076.367188,-187.529617
7.700000E-01,5810.809082,-4318.444824,-18.084293,1930.429443,-1440.692139,435.750702,1682.812988,-1422.221069,-598.297852,6357.718262,-3178.569580,-197.413025
7.800000E-01,5853.599121,-4347.890625,-33.422710,1988.759521,-1499.496582,454.861420,1795.127686,-1536.462158,-490.927460,6405.795898,-3267.015869,-229.943283
7.900000E-01,5832.553223,-4350.030273,-57.312859,2037.198730,-1549.152344,467.483673,1883.233887,-1621.673340,-370.941376,6414.502930,-3339.338867,-263.330231
8.000000E-01,5757.639160,-4327.129883,-77.266167,2061.502930,-1578.978149,476.821472,1924.807739,-1660.561401,-250.243378,6386.779785,-3396.533691,-286.234131
8.100000E-01,5650.984375,-4287.965332,-98.512344,2051.813721,-1582.638306,478.681396,1905.173706,-1643.784302,-148.450836,6334.408691,-3442.876953,-308.776337
8.200000E-01,5543.187988,-4245.934082,-115.558548,2007.672241,-1560.207642,472.292419,1823.996094,-1574.232300,-77.404846,6277.299316,-3484.174072,-322.480438
8.300000E-01,5464.517578,-4216.175781,-120.691208,1937.064453,-1517.362915,460.591125,1694.771851,-1464.788452,-36.328083,6236.778320,-3527.439453,-319.079041
8.400000E-01,5437.763672,-4211.848633,-113.557961,1853.643799,-1464.091431,446.072449,1541.129883,-1335.424927,-18.165283,6230.137695,-3579.388672,-302.207703
8.500000E-01,5472.934570,-4239.715332,-97.342812,1773.864380,-1412.914673,430.347809,1391.675171,-1209.974365,-15.021670,6266.684570,-3643.840576,-277.008911
8.600000E-01,5563.096680,-4295.996582,-62.210140,1712.748535,-1374.591675,421.421753,1272.965332,-1110.566895,-16.383940,6343.596680,-3720.156738,-234.074921
8.700000E-01,5688.407715,-4371.181641,-25.715088,1683.098145,-1359.926392,418.976013,1206.149536,-1055.562866,-20.219526,6448.713867,-3805.358887,-199.027771
8.800000E-01,5819.369629,-4450.940430,2.031444,1690.145996,-1373.707397,422.776520,1201.048096,-1053.727661,-25.097174,6560.819336,-3892.895996,-179.839539
8.900000E-01,5924.544922,-4520.243652,17.970627,1730.729370,-1413.559082,433.009918,1254.595947,-1102.464355,-28.183031,6656.026855,-3975.423340,-176.060654
9.000000E-01,5978.420410,-4567.439941,13.216676,1794.626099,-1471.786499,445.337433,1351.943970,-1188.785889,-27.516247,6714.199219,-4046.915039,-195.319656
9.100000E-01,5969.130371,-4585.262695,-7.690666,1866.327881,-1535.857544,456.484314,1469.174683,-1291.639038,-20.143461,6724.158691,-4102.666504,-228.165161
9.200000E-01,5901.694336,-4572.437500,-31.781612,1928.918945,-1591.566895,465.907928,1578.729980,-1386.879517,-3.839296,6687.460938,-4140.680664,-257.215668
9.300000E-01,5794.887695,-4534.852539,-52.085545,1967.219360,-1626.374390,473.025726,1654.561401,-1452.077759,19.354300,6616.918457,-4162.904785,-276.141052
9.400000E-01,5676.773926,-4485.737305,-72.694618,1970.425415,-1632.263794,473.401825,1677.159546,-1471.123169,40.687813,6532.744141,-4175.161621,-292.809998
9.500000E-01,5578.961426,-4442.326172,-89.047852,1936.872437,-1608.273682,465.563232,1640.039063,-1439.164429,52.598656,6459.351563,-4185.401855,-300.534882
9.600000E-01,5527.836426,-4420.743652,-93.080116,1873.606445,-1559.776978,452.488251,1550.403076,-1362.498047,53.751778,6417.990723,-4202.194824,-291.535767
9.700000E-01,5538.209473,-4431.238281,-80.294243,1793.072021,-1496.440430,438.041199,1426.015625,-1256.032349,47.138153,6421.672363,-4232.187012,-264.206390
9.800000E-01,5610.816406,-4475.783203,-56.425568,1711.309326,-1431.492920,424.157410,1291.482666,-1140.689453,36.011505,6473.301758,-4278.449707,-230.521042
9.900000E-01,5730.639160,-4546.437500,-24.491701,1644.418701,-1378.198608,414.099915,1173.026978,-1039.021362,24.246258,6562.921875,-4338.546387,-195.241257
1.000000E+00,5870.841309,-4629.297363,3.936521,1605.976196,-1348.242188,409.532990,1093.938843,-971.500061,13.314140,6670.767090,-4406.679688,-173.128082
1.010000E+00,5999.309082,-4708.036621,24.235645,1602.525513,-1347.292603,411.862610,1068.765137,-951.102173,3.877763,6771.257324,-4474.406738,-164.442886
1.020000E+00,6086.262695,-4767.811035,34.271915,1633.046631,-1374.386719,421.961151,1101.112549,-981.083740,-3.021399,6840.778320,-4533.918457,-168.666611
1.030000E+00,6111.631836,-4798.470703,26.607399,1689.413818,-1423.210083,436.063232,1183.122192,-1054.510864,-7.154805,6862.727051,-4579.266113,-191.283676
1.040000E+00,6071.600586,-4795.619141,4.837099,1757.677490,-1482.163940,450.527985,1296.680542,-1155.171387,-6.466352,6832.467773,-4606.591309,-224.501221
1.050000E+00,5978.727051,-4761.744629,-20.000380,1821.435181,-1537.102295,463.421967,1417.607910,-1261.479614,1.850503,6758.668457,-4615.415039,-253.383606
1.060000E+00,5857.461914,-4706.821777,-39.582066,1864.953613,-1574.463501,473.372253,1519.797241,-1350.420776,18.265783,6660.461914,-4609.711914,-269.049194
1.070000E+00,5738.721680,-4647.982910,-61.496147,1875.885498,-1584.818848,474.457367,1579.822388,-1402.055420,35.764515,6562.121094,-4598.005371,-283.713684
1.080000E+00,5653.096191,-4603.629395,-77.601204,1850.889160,-1565.234375,466.889648,1584.611328,-1405.584717,48.413101,6489.043457,-4590.282715,-287.834503
1.090000E+00,5622.643555,-4588.458008,-80.333977,1794.999756,-1519.421387,453.714172,1533.233521,-1360.522705,53.257256,6459.796875,-4595.616211,-274.617645
1.100000E+00,5656.123047,-4609.095703,-65.916595,1718.785400,-1455.750244,438.662292,1435.994507,-1275.755127,50.861294,6482.629883,-4619.370605,-243.950989
1.110000E+00,5747.826172,-4662.939941,-39.355942,1636.950317,-1386.607422,424.242157,1311.836914,-1167.563843,43.176575,6554.365723,-4662.024902,-207.329300
1.120000E+00,5877.576172,-4738.520508,-8.120028,1565.815918,-1326.012573,412.901459,1185.021240,-1056.940796,33.040028,6659.184082,-4718.425293,-175.535538
1.130000E+00,6015.363770,-4819.805176,13.835350,1520.373779,-1287.337280,405.778687,1081.011230,-966.277039,21.917219,6772.642578,-4780.301758,-164.236404
1.140000E+00,6129.237793,-4889.539551,29.995731,1508.431519,-1276.891724,406.384735,1019.340820,-912.767395,12.483632,6867.289063,-4837.366211,-162.864990
1.150000E+00,6192.310059,-4933.741211,39.078068,1531.424072,-1295.686157,416.105865,1011.470825,-906.649536,5.664010,6921.132324,-4881.702637,-169.863373
1.160000E+00,6189.249023,-4944.174316,31.830984,1583.772461,-1339.618896,431.364899,1058.481567,-948.995667,0.536076,6920.866699,-4908.101074,-193.134384
1.170000E+00,6122.054688,-4919.154297,13.460698,1653.339111,-1398.442749,449.001038,1149.972168,-1030.381958,-1.620842,6867.040039,-4914.044434,-222.475037
1.180000E+00,6007.794922,-4864.626465,-9.186766,1724.302490,-1458.644165,465.606598,1267.204712,-1133.902344,1.474540,6772.941895,-4901.255859,-248.358566
1.190000E+00,5873.866211,-4793.750000,-27.986969,1780.422363,-1506.182617,478.646332,1386.220825,-1238.155273,11.730555,6661.445801,-4876.068848,-261.239594
1.200000E+00,5752.240723,-4725.854492,-49.177883,1807.303223,-1529.625977,482.452759,1480.938232,-1320.436646,25.663685,6558.957031,-4849.275879,-272.596069
1.210000E+00,5671.892090,-4679.631836,-65.114899,1799.093872,-1523.822021,476.706604,1531.594360,-1363.872925,38.872986,6490.238770,-4832.101074,-273.513580
1.220000E+00,5651.696289,-4668.147949,-67.808067,1757.988037,-1489.907227,464.517212,1527.842773,-1359.821411,47.935612,6471.627930,-4833.348145,-257.399780
1.230000E+00,5696.691406,-4695.352051,-54.044254,1692.225586,-1434.241699,449.636658,1470.296021,-1308.984009,51.287476,6508.222656,-4856.875977,-225.934799
1.240000E+00,5797.661621,-4755.695313,-28.925602,1614.534302,-1367.690674,434.187958,1369.720459,-1220.757202,48.400684,6592.935059,-4900.639160,-190.404755
1.250000E+00,5931.880371,-4836.065918,-15.986271,1541.628662,-1301.681641,431.050720,1245.641357,-1112.901489,31.605854,6706.988281,-4957.332520,-165.853622
1.260000E+00,6068.560059,-4918.311035,-24.736286,1488.447876,-1248.853638,442.665375,1122.979248,-1006.407043,8.706021,6823.158203,-5015.817871,-155.893402
1.270000E+00,6189.611816,-4646.058105,1744.822266,1466.121216,-1235.780640,417.750732,1022.331970,-768.606567,-599.343933,6918.250488,-4950.468750,1081.101807
1.280000E+00,6199.854492,-4805.870117,1291.945801,1484.766479,-1251.286621,422.088287,987.883423,-729.697021,-599.974854,6965.431152,-5023.424316,897.024597
1.290000E+00,6141.381836,-4964.172363,128.450424,1543.895142,-1300.303955,438.713715,993.149292,-757.125549,-564.964722,6944.791992,-5147.861328,-418.278046
1.300000E+00,6062.134766,-4922.638184,116.351295,1623.668457,-1365.784912,463.541718,1038.381348,-815.436096,-546.917847,6869.984863,-5139.907227,-829.293335
1.310000E+00,5945.315918,-4856.411133,95.398827,1705.403198,-1451.105713,427.503784,1121.991211,-905.434082,-541.531311,6762.245117,-5105.732910,-490.848419
1.320000E+00,5814.457031,-4778.311035,72.490051,1772.884521,-1521.683960,391.103943,1232.014893,-1019.801941,-536.387939,6639.003906,-5058.648438,-340.822723
1.330000E+00,5701.957031,-4700.322754,147.448456,1814.437744,-1553.258301,413.158295,1350.473145,-1150.519409,-498.386139,6528.200684,-5016.146973,-291.815613
1.340000E+00,5629.227051,-4649.188477,170.324081,1825.218872,-1557.933228,431.471039,1458.916504,-1270.238403,-438.790710,6453.196289,-4987.477051,-246.129562
1.350000E+00,5621.736816,-4603.520508,495.784058,1800.613159,-1534.419067,435.187622,1533.830322,-1351.340454,-381.536621,6435.231445,-4969.503906,50.715691
1.360000E+00,5669.973145,-4652.339355,279.027710,1748.489380,-1488.579468,428.927795,1564.445679,-1397.916260,-208.671402,6470.995117,-5013.233887,-292.065674
1.370000E+00,5782.417969,-4730.666992,97.979218,1678.325317,-1429.761108,409.993744,1535.972412,-1374.192627,-179.894897,6560.021484,-5063.418457,-268.848785
1.380000E+00,5932.631348,-4813.182129,45.787434,1603.489258,-1353.501465,435.166840,1455.937012,-1304.549072,-142.571747,6678.389648,-5121.603516,-196.001755
1.390000E+00,6083.445313,-4889.187012,16.929434,1538.402466,-1288.516724,448.949524,1339.413208,-1201.807251,-114.806633,6799.410645,-5181.589355,-161.500626
1.400000E+00,6200.558594,-4946.323242,-66.269791,1497.627808,-1253.332275,439.699249,1207.036865,-1084.311035,-113.497276,6896.616699,-5231.715332,-158.169540
1.410000E+00,6259.261230,-4969.089844,-110.430733,1491.177246,-1247.259644,438.602325,1085.134521,-975.692566,-111.040443,6947.965820,-5262.707520,-173.746933
1.420000E+00,6244.741211,-4966.030273,-374.923462,1519.406494,-1272.593140,439.643463,995.560242,-867.387573,-319.568359,6950.949219,-5164.751953,914.433105
1.430000E+00,6169.916504,-4911.678223,-203.148331,1578.793945,-1322.011963,454.403809,959.783752,-833.554565,-319.233673,6888.187988,-5221.853027,315.759247
1.440000E+00,6037.942871,-4828.848145,-121.183319,1658.044678,-1391.460571,463.985748,974.245056,-852.152222,-298.359528,6787.213379,-5195.577637,191.469940
1.450000E+00,5880.794434,-4734.484375,-111.587738,1742.131836,-1421.453003,594.864380,1035.107666,-909.751831,-294.517548,6671.861328,-5149.304199,201.065216
1.460000E+00,5728.457520,-4653.967773,-726.051514,1817.369873,-1452.567993,688.135498,1132.551880,-999.293579,-295.791962,6566.867676,-5104.892090,213.493088
1.470000E+00,5638.020996,-4588.374512,-402.794281,1864.368164,-1511.370728,653.656982,1250.539185,-1107.947998,-282.999786,6494.480469,-5071.583008,247.817566
1.480000E+00,5598.025391,-4539.886719,-190.477783,1876.119751,-1539.239380,609.923767,1366.824463,-1212.627686,-265.950165,6470.228027,-5058.974121,312.137909
1.490000E+00,5618.993164,-4525.254395,-135.006378,1855.693115,-1537.015503,563.387573,1457.445190,-1292.786011,-226.726120,6499.079590,-5077.906250,329.613068
1.500000E+00,5701.664063,-4537.955566,-98.587334,1810.890747,-1511.439331,517.016235,1501.609619,-1328.673584,-184.901108,6575.967285,-5120.653320,349.674377
1.510000E+00,5826.139160,-4563.180176,-68.447655,1752.322754,-1490.525391,412.236481,1490.114014,-1313.492676,-142.988434,6681.641602,-5171.083496,424.806213
1.520000E+00,5962.787109,-4584.531738,-39.945541,1696.205444,-1465.536987,314.295563,1425.261230,-1250.651489,-103.770531,6790.103516,-5224.594238,469.898254
1.530000E+00,6078.104004,-4587.421875,24.240446,1656.825073,-1447.508667,235.098602,1318.463623,-1151.594482,-74.186325,6876.715820,-5269.859863,483.284973
1.540000E+00,6142.303711,-4572.641113,3.627735,1643.433716,-1446.289063,174.815262,1189.201294,-1034.062622,-53.224735,6921.984863,-5295.534668,488.198120
1.550000E+00,6141.120605,-4521.910645,208.625961,1660.341309,-1468.485962,122.837471,1062.728760,-920.640442,-42.854916,6915.161133,-5283.456543,595.865112
1.560000E+00,6066.796875,-4475.243164,27.751671,1704.787354,-1512.246826,77.780319,962.289185,-829.063293,-6.185201,6857.394043,-5271.804199,499.444244
1.570000E+00,5943.164551,-4407.810547,-52.538879,1770.010864,-1572.306641,37.534561,906.310730,-775.435791,30.889053,6763.593262,-5235.486328,446.094788
1.580000E+00,5795.048828,-4329.527344,-96.359161,1845.176880,-1639.169189,8.968665,906.593262,-773.841370,24.665293,6654.727051,-5186.787109,421.042328
1.590000E+00,5652.295898,-4257.780762,-304.274994,1916.787476,-1702.111572,-14.424904,964.838135,-821.851074,8.014604,6554.143066,-5138.555176,416.799774
1.600000E+00,5550.016113,-4194.969727,-572.074463,1973.255127,-1748.793945,16.236887,1069.603271,-907.171143,-8.555981,6480.945313,-5131.488281,128.225403
1.610000E+00,5510.585449,-4148.648438,-761.406311,2003.872925,-1776.870850,-15.929129,1202.331909,-1012.978271,-19.077713,6451.332520,-5120.090820,112.006416
1.620000E+00,5544.291504,-4122.548340,-1000.564209,2002.370972,-1776.652954,-43.856537,1336.179932,-1115.834229,-28.627655,6470.935547,-5116.875488,302.246002
1.630000E+00,5644.270508,-4104.558594,-396.601959,1972.923706,-1751.794434,-61.352322,1445.278687,-1197.126709,-146.050415,6529.291992,-5137.097656,431.187073
1.640000E+00,5774.381836,-4078.525635,-120.741600,1923.509888,-1709.364868,-74.099991,1507.762451,-1230.847412,-276.203308,6610.719727,-5175.828613,495.079681
1.650000E+00,5915.045898,-4055.719238,3.095206,1865.440796,-1659.295044,-91.960266,1516.612549,-1223.917236,-230.321945,6694.271973,-5220.410156,514.730347
1.660000E+00,6038.879395,-4004.854492,447.136047,1811.336182,-1612.323242,-124.859451,1472.126709,-1175.530762,-144.139328,6759.188477,-5246.519043,591.291931
1.670000E+00,6108.472656,-3994.520020,123.421883,1774.390503,-1580.143311,-100.148056,1382.087891,-1091.948486,-80.130295,6788.481445,-5264.408203,583.884460
1.680000E+00,6123.551758,-3853.603027,1173.292114,1762.965576,-1570.374878,-95.211464,1265.087158,-986.322327,-16.542171,6749.051758,-5110.909180,-1998.391968
1.690000E+00,6048.032227,-3916.482422,459.960175,1777.853149,-1583.355957,-103.949707,1148.367310,-899.270996,4.960722,6705.679688,-5274.704590,-1137.007935
